Run Summary        (Smart Cycler 2.0d)
Run Name:,SALM_DILUTION_SERIES_1
Started At:,"Mar 14, 2017 09:36 AM"
Number of Sites:,10

Cycle Data

Instrument C
,C1,C1,C1,C1,C2,C2,C2,C2,C3,C3,C3,C3,C4,C4,C4,C4,C5,C5,C5,C5,C6,C6,C6,C6,C7,C7,C7,C7,C8,C8,C8,C8,C9,C9,C9,C9,C10,C10,C10,C10
,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2
Cycle #,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2,FAM,FAM D2,TxR,TxR D2
39,168.97515527950313,-81.25,97.14264705882351,-6.25,-3.0079365079364946,12.5,101.42647058823525,-12.49999999999929,233.89473684210526,-43.75,77.45588235294113,-6.2499999999992895,205.5115753811406,-56.25,69.10526315789474,-6.25,131.49846153846153,-81.24999999999973,96.95588235294113,-6.25,35.06403940886702,156.25,103.18137254901964,-12.500000000000355,167.52463768115942,-87.5,112.1225490196078,6.2500000000007105,86.06294471811712,50.00000000000027,98.15204678362574,-12.50000000000071,16.283870967741937,137.50000000000003,159.04705882352937,-12.5,0.6691119691119817,3.552713678800501E-13,141.38235294117646,-18.75
40,182.96442687747034,-81.24999999999964,97.86029411764707,-6.25,-3.0555555555555314,-6.25,101.34558823529414,-6.2500000000007105,237.53766769865842,-25.000000000000355,79.15441176470588,-12.5,217.06719367588934,-56.250000000000355,68.71723426212594,-7.105427357601002E-13,157.1692307692308,-106.25000000000044,96.40441176470588,-6.25,56.84482758620692,137.5,103.91911764705881,3.552713678800501E-13,185.47202898550725,-87.5,113.33088235294117,-6.25,115.6792556102901,-43.75000000000044,97.75060199518401,-6.2499999999992895,29.870967741935463,181.25000000000034,160.79411764705878,-6.25,0.6036036036036031,-6.25,142.63235294117646,6.25
41,193.95369847543762,-62.5,98.57794117647057,0.0,-3.103174603174625,3.552713678800501E-13,102.26470588235293,-12.5,241.18059855521153,-6.249999999999645,79.85294117647064,-6.2500000000007105,226.62281197063808,-56.250000000000355,68.32920536635703,-12.49999999999929,177.84000000000003,-100.00000000000036,95.85294117647052,7.105427357601002E-13,85.62561576354682,50.0,104.65686274509804,6.250000000000355,200.41942028985508,-81.25,114.53921568627455,-6.2500000000007105,145.29556650246306,-112.50000000000027,97.34915720674229,-12.49999999999929,50.45806451612905,193.74999999999957,162.5411764705882,-25.0,0.5380952380952245,-3.559652572704408E-13,145.88235294117646,0.0
42,201.9429700734049,-37.500000000000355,99.29558823529413,6.25,-4.150793650793662,6.250000000000355,101.18382352941171,7.105427357601002E-13,243.8235294117647,-12.5,80.55147058823528,6.25,233.17843026538677,-43.749999999999645,66.94117647058823,-6.25,194.51076923076926,-81.25,94.30147058823528,6.25,116.40640394088672,-56.25,107.39460784313727,-25.0,211.36681159420291,-62.5,114.7475490196078,7.105427357601002E-13,167.91187739463598,-124.99999999999956,96.94771241830068,-31.25000000000071,81.04516129032257,118.75000000000003,162.2882352941176,-6.25,-0.527413127413154,6.250000000000355,148.13235294117646,-12.5
43,208.9322416713721,-31.25,100.01323529411764,0.0,-3.1984126984126986,-6.25,101.10294117647061,0.0,247.46646026831786,-12.500000000000355,81.25000000000003,12.5,238.7340485601355,-37.499999999999645,65.55314757481943,6.2499999999992895,208.18153846153848,-75.0,94.75000000000003,-12.50000000000071,144.18719211822662,-112.5,107.13235294117649,-18.750000000000355,220.31420289855075,-43.750000000000355,115.95588235294117,0.0,186.52818828680896,-106.24999999999964,94.54626762985896,-6.25,115.6322580645161,12.5000000000004,162.03529411764703,6.25,0.4070785070785243,-12.500000000000355,150.38235294117646,-12.5
44,214.92151326933939,-31.25,101.7308823529412,-6.25,-4.246031746031735,-3.552713678800501E-13,101.02205882352939,-6.25,248.10939112487097,-6.249999999999645,82.94852941176467,6.25,242.28966685488425,-37.5,64.16511867905052,18.75000000000071,218.8523076923077,-75.0,93.19852941176467,-12.49999999999929,166.96798029556652,-118.75,106.87009803921572,6.249999999999645,227.26159420289858,-25.000000000000355,116.16421568627455,6.2499999999992895,200.14449917898193,-87.50000000000036,91.14482284141724,25.00000000000071,151.21935483870968,-81.25,162.78235294117644,-12.5,-0.6584298584298544,-3.552713678800501E-13,151.63235294117646,0.0
45,218.9107848673066,-25.0,101.4485294117647,6.25,-4.293650793650772,-3.552713678800501E-13,99.94117647058829,6.2499999999992895,251.75232198142413,-12.499999999999645,84.64705882352942,-6.25,244.84528514963299,-18.750000000000355,63.777089783281724,6.2500000000007105,226.52307692307693,-56.25,91.64705882352942,6.25,184.74876847290642,-100.0,106.60784313725489,3.552713678800501E-13,233.20898550724635,-24.999999999999645,117.3725490196078,6.2500000000007105,210.7608100711549,-68.75000000000036,90.74337805297563,6.2499999999992895,182.8064516129032,-143.75,162.52941176470586,-18.75,-1.7239382239382328,18.750000000000355,152.88235294117646,0.0
46,222.90005646527388,-25.0,103.16617647058825,0.0,-4.341269841269866,-6.249999999999645,99.86029411764707,6.25,251.3952528379773,6.249999999999645,86.34558823529406,-6.2499999999992895,245.40090344438173,6.249999999999645,64.38906088751293,-12.50000000000071,231.19384615384615,-25.0,90.09558823529417,6.2499999999992895,198.52955665024632,-81.25,107.34558823529412,-12.499999999999645,239.15637681159419,-37.499999999999645,118.58088235294117,-6.25,218.37712096332783,-49.999999999999645,89.3419332645339,-7.105427357601002E-13,208.39354838709679,-150.0,161.27647058823527,12.5,-0.7894465894466115,3.552713678800501E-13,155.13235294117646,-18.75
47,224.8893280632411,-6.249999999999645,103.88382352941176,-6.25,-5.388888888888903,3.552713678800501E-13,99.77941176470586,7.105427357601002E-13,254.03818369453046,6.249999999999645,87.04411764705881,12.5,247.9565217391304,3.552713678800501E-13,63.00103199174413,-6.2500000000007105,235.86461538461538,-18.749999999999645,89.54411764705881,0.0,209.31034482758622,-68.75,106.08333333333334,0.0,242.10376811594202,-25.0,119.78921568627455,-6.2500000000007105,223.9934318555008,-37.499999999999645,87.94048847609218,6.25,226.9806451612903,-100.0,160.02352941176468,50.0,-0.8549549549549332,-3.5388358909926865E-13,155.38235294117646,18.75
48,226.87859966120837,0.0,104.60147058823532,0.0,-5.436507936507939,0.0,99.69852941176475,-6.2500000000007105,255.68111455108357,-6.249999999999645,88.74264705882356,6.2499999999992895,249.51214003387915,-6.249999999999645,62.613003095975216,-6.2499999999992895,239.5353846153846,-24.999999999999645,87.99264705882356,0.0,217.09113300492612,-50.0,105.82107843137257,6.249999999999645,245.05115942028985,-12.5,119.9975490196078,7.105427357601002E-13,228.60974274767378,-18.750000000000355,87.53904368765046,6.2500000000007105,241.5677419354839,-75.00000000000017,161.7705882352941,18.75,-0.9204633204633118,6.249999999999646,155.63235294117646,37.5
49,229.86787125917564,-18.750000000000533,105.31911764705882,3.552713678800501E-13,-6.484126984126976,6.249999999999995,99.61764705882354,-12.50000000000071,257.32404540763673,3.552713678800501E-13,91.4411764705882,-18.749999999999467,251.0677583286279,-1.7763568394002505E-13,61.22497420020642,-6.2499999999992895,242.20615384615388,-18.75,87.4411764705882,-6.249999999999467,222.87192118226602,-24.999999999999645,105.5588235294118,-5.329070518200751E-13,246.99855072463768,-6.250000000000178,121.20588235294117,-6.249999999999378,231.22605363984675,12.499999999999467,86.13759889920874,18.75000000000142,255.15483870967742,-81.25000000000017,165.5176470588235,-37.5,0.014028314028309653,-6.25,160.88235294117646,-18.75
50,230.85714285714286,-25.00000000000071,106.03676470588238,7.105427357601002E-13,-6.531746031746013,12.5,98.53676470588232,-12.5,258.9669762641899,0.0,92.13970588235296,-24.99999999999858,252.62337662337663,0.0,59.83694530443762,0.0,243.8769230769231,-12.50000000000071,85.88970588235296,-12.499999999998579,227.65270935960592,-12.5,105.29656862745097,-7.105427357601002E-13,248.9459420289855,0.0,121.41421568627455,-12.5,235.84236453201967,24.99999999999929,86.73615411076713,25.00000000000142,262.741935483871,-74.99999999999964,165.26470588235293,-50.0,-0.05148005148006892,-12.5,162.13235294117646,-50.0

Results Table
Site ID,Protocol,Sample ID,Sample Type,Notes,Status,FAM Std/Res,FAM Ct,TxR Std/Res,TxR Ct
C1,Salmonella (EP),PTC,UNKN,,OK,POS,30.66,PASS,24.89
C2,Salmonella (EP),NTC,UNKN,,OK,NEG,0.00,PASS,25.42
C3,Salmonella (EP),BOIL1 UNDL,UNKN,,OK,POS,25.77,PASS,25.35
C4,Salmonella (EP),BOIL1 1:10,UNKN,,OK,POS,29.67,PASS,26.12
C5,Salmonella (EP),BOIL1 1:100,UNKN,,OK,POS,33.46,PASS,25.36
C6,Salmonella (EP),BOIL1 1:1000,UNKN,,OK,POS,37.16,PASS,24.92
C7,Salmonella (EP),BOIL2 UNDL,UNKN,,OK,POS,31.44,PASS,24.53
C8,Salmonella (EP),BOIL2 1:10,UNKN,,OK,POS,35.23,PASS,25.37
C9,Salmonella (EP),BOIL2 1:100,UNKN,,OK,POS,38.39,PASS,23.94
C10,Salmonella (EP),BOIL2 1:1000,UNKN,,OK,NEG,0.00,PASS,24.40

Analysis Settings
Ch #,Dye Name,Usage,Bkgnd Sub,Bkgnd Min Cycle,Bkgnd Max Cycle,Curve Analysis,Thresh Setting,Manual Thresh Fluor Units,Auto Thresh #SD's,Auto Min Cycle,Auto Max Cycle,Valid Min Cycle,Valid Max Cycle,Boxcar Avg Cycles,Target
1,FAM,Assay,ON,5,40,Primary Curve,Run-based Auto,NA,15.0,5,10,5,45,0
2,TET,Unused,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
3,TxR,Internal Control,ON,5,40,Primary Curve,Run-based Auto,NA,15.0,5,10,5,47,0
4,Cy5,Unused,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
