,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A5,A5,A5,A5,A5,A5,A6,A6,A6,A6,A6,A6,A7,A7,A7,A7,A7,A7,A8,A8,A8,A8,A8,A8,A9,A9,A9,A9,A9,A9,A10,A10,A10,A10,A10,A10,A11,A11,A11,A11,A11,A11,A12,A12,A12,A12,A12,A12
,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2
Cycle #,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,TxR,TxR D2,Cy5,Cy5 D2
40,251.0671936758893,-74.99999999999964,74.97067669172928,-12.49999999999929,-0.4114114114114113,6.250000000000002,0.6576576576576729,-3.552713678800501E-13,100.54360902255638,-6.25,-0.3453453453453454,6.25,-1.7417417417417547,-6.250000000000355,74.94372294372296,-18.750000000000355,0.0,-6.25,0.271771771771796,-6.249999999999645,84.71428571428571,-24.999999999999645,-0.12462462462462456,-6.249999999999999,0.5495495495495513,0.0,85.88095238095241,-25.000000000000355,-0.18618618618618615,0.0,-0.04204204204203279,3.552713678800501E-13,83.29004329004329,-18.75,0.0,0.0,-1.3723723723723797,-6.249999999999643,70.99461538461536,-37.49999999999996,0.09609609609609611,-6.249999999999997,-1.3663663663663848,0.0,80.39525691699609,-25.0,-0.2042042042042041,-2.7755575615628914E-15,-1.5330330330330169,0.0,91.31385281385282,-18.75,-0.2177177177177176,2.42861286636753E-15,-1.581081081081095,6.2499999999996465,83.47186147186147,-25.0,0.1636636636636637,-6.25,-1.1831831831831567,-6.250000000000002,82.67588932806328,12.49999999999929,0.34834834834834844,-6.249999999999997,0.9729729729729635,0.0,100.01185770750986,-12.5,-0.09759759759759745,2.7755575615628914E-15
41,264.80463015245624,-75.0,75.05187969924815,0.0,-0.41269841269841273,0.0,0.5333333333333388,-6.938893903907228E-16,104.07669172932333,-12.5,0.6555555555555556,-12.5,-2.277777777777778,1.3877787807814457E-15,76.9852813852814,-12.5,0.0,0.0,0.25079365079363924,3.5561831257524545E-13,87.28571428571426,-24.999999999999645,-0.10158730158730159,-6.250000000000002,0.6285714285714172,6.25,88.78095238095239,-25.0,-0.1650793650793651,0.0,-0.08412698412698774,-9.215718466126788E-17,86.35497835497836,-25.0,0.0,0.0,-2.3587301587301375,6.250000000000355,75.80307692307689,-37.49999999999996,-0.8777777777777778,6.25,-1.4746031746031527,3.552713678800501E-13,81.84923771880298,-12.5,-0.18412698412698442,0.0,-1.6555555555555754,6.2499999999996465,92.99307359307365,-6.2500000000007105,-0.18888888888888908,0.0,-1.914285714285711,0.0,85.5212121212121,-12.499999999999645,0.1698412698412699,0.0,-2.22539682539681,6.249999999999998,88.42518351214008,-25.00000000000071,1.3888888888888888,-6.250000000000003,1.152380952380947,-6.938893903907228E-16,104.40937323546017,-37.5,0.9317460317460317,-6.250000000000003
42,273.54206662902317,-62.500000000000355,75.1330827067669,6.25,-0.41398541398541394,0.0,0.4090090090090046,6.25,107.60977443609022,-25.0,0.6564564564564564,-6.25,-2.8138138138138014,-3.5388358909926865E-13,79.02683982683983,-12.5,-1.0,12.5,0.22981552981553932,-6.25,88.85714285714288,-12.500000000000355,-1.0785499785499786,6.250000000000002,0.7075933075932832,3.552713678800501E-13,89.68095238095236,-6.249999999999645,-0.14397254397254405,1.3877787807814457E-15,-0.1262119262119427,3.553147359669495E-13,87.41991341991343,-12.5,0.0,0.0,-2.345087945087952,6.250000000000002,79.61153846153842,-24.99999999999929,-0.8516516516516517,6.250000000000003,-1.5828399828399775,0.0,82.30321852060987,-6.25,-0.1640497640497643,2.7755575615628914E-15,-1.7780780780780772,6.25,95.67229437229436,-12.5,-0.1600600600600601,1.734723475976807E-16,-1.2474903474903272,-6.250000000000355,87.57056277056279,-6.25,0.1760188760188761,-1.3877787807814457E-15,-2.267610467610463,0.0,89.17447769621677,-18.74999999999929,0.4294294294294296,6.25,1.3317889317889304,-6.25,105.80688876341047,-25.0,-0.03891033891033879,6.249999999999999
43,280.27950310559004,-24.999999999999645,76.21428571428577,-7.105427357601002E-13,-0.41527241527241515,-1.3877787807814457E-15,0.28468468468467045,6.250000000000355,109.14285714285717,-12.5,-0.3426426426426427,6.250000000000002,-3.3498498498498246,6.249999999999645,80.06839826839827,-12.5,0.0,0.0,0.20883740883738255,3.552713678800501E-13,90.42857142857143,-18.75,-1.0555126555126555,6.249999999999999,0.786615186615206,-3.552713678800501E-13,91.5809523809524,-6.25,-0.12286572286572278,-1.3877787807814457E-15,-0.1682968682968408,-3.550978955324524E-13,88.4848484848485,-3.552713678800501E-13,0.0,0.0,-2.3314457314457093,0.0,82.41999999999994,-18.74999999999929,-0.8255255255255252,-2.7755575615628914E-15,-1.6910767910768023,6.2500000000003535,82.75719932241677,-12.5,-0.14397254397254416,0.0,-0.9006006006005789,-12.500000000000355,97.35151515151519,-25.0,-0.13123123123123112,-2.6020852139652106E-15,-1.5806949806950001,-6.249999999999645,89.61991341991342,-12.5,0.1821964821964821,1.3877787807814457E-15,-2.3098241098241163,-6.249999999999645,90.92377188029357,-6.2499999999992895,1.46996996996997,-6.25,1.511196911196914,-6.25,107.20440429136077,-6.25,0.9904332904332903,-6.2499999999999964
44,286.01693958215697,-18.749999999999645,76.29548872180452,6.25,-0.4165594165594166,1.3877787807814457E-15,1.1603603603603363,3.552713678800501E-13,110.67593984962406,0.0,0.6582582582582583,-6.25,-3.8858858858859047,3.58046925441613E-13,81.1099567099567,-6.25,0.0,-6.25,-0.8121407121407174,12.5,90.99999999999999,-12.499999999999645,-1.0324753324753324,0.0,0.865637065637072,-3.552713678800501E-13,92.48095238095237,-12.5,-0.10175890175890173,-1.3877787807814457E-15,-0.21038181038179574,-3.550978955324524E-13,89.54978354978357,-3.552713678800501E-13,0.0,0.0,-2.3178035178035237,0.0,84.22846153846159,-6.2500000000007105,-0.7993993993993991,-2.7755575615628914E-15,-1.7993135993135703,6.249999999999643,83.21118012422366,-18.75,-0.12389532389532405,0.0,-1.0231231231231375,-12.499999999999645,98.0307359307359,-18.75,-0.10240240240240257,2.6020852139652106E-15,-1.9138996138996163,6.25,90.6692640692641,-6.250000000000355,0.1883740883740883,1.3877787807814457E-15,-3.3520377520377695,6.250000000000355,92.67306606437037,-25.0,1.5105105105105108,-12.500000000000004,0.6906048906048974,6.25,107.60191981931108,-6.2499999999992895,1.0197769197769198,-12.5
45,291.7543760587239,-18.750000000000355,77.37669172932327,7.105427357601002E-13,-0.4178464178464178,0.0,1.036036036036059,-6.250000000000355,112.209022556391,-6.25,-0.3408408408408408,6.25,-3.421921921921928,-6.249999999999642,81.15151515151514,-6.25,0.0,0.0,0.1668811668811827,-6.250000000000355,90.5714285714286,-6.250000000000355,-1.0094380094380095,2.7755575615628914E-15,0.944658944658938,3.552713678800501E-13,93.38095238095241,-12.500000000000355,-0.08065208065208068,0.0,-0.25246675246675065,-1.734723475976807E-16,90.61471861471858,3.552713678800501E-13,0.0,0.0,-2.304161304161281,0.0,86.03692307692312,-6.2500000000007105,-0.773273273273273,0.0,-0.9075504075503952,-12.500000000000355,81.66516092603055,6.2499999999992895,-0.10381810381810393,-6.25,-2.145645645645639,6.25,97.70995670995673,-6.25,-0.0735735735735736,-1.734723475976807E-16,-2.2471042471042324,6.249999999999645,91.71861471861473,-6.25,0.19455169455169452,0.0,-3.394251394251366,12.499999999999648,92.42236024844718,-12.5,0.5510510510510511,6.25,0.8700128700128809,0.0,108.99943534726138,-12.49999999999929,0.04912054912054942,12.499999999999995
46,295.4918125352908,-12.500000000000355,78.45789473684214,-12.5,-0.419133419133419,-1.3877787807814457E-15,1.9117117117117248,-12.500000000000355,113.7421052631579,-6.25,-0.33993993993993993,6.25,-4.957957957957951,6.249999999999642,82.19307359307358,-6.25,0.0,0.0,0.14590304590302594,-12.499999999999645,91.14285714285715,-12.500000000000355,-0.9864006864006863,0.0,1.023680823680804,6.2500000000003535,93.28095238095239,-6.25,-0.05954525954525963,1.3877787807814457E-15,-0.2945516945517056,6.250000000000355,91.67965367965365,-12.499999999999645,0.0,0.0,-2.2905190905190955,0.0,87.84538461538465,-18.75,-0.7471471471471469,0.0,-1.0157872157872199,3.552713678800501E-13,81.11914172783744,6.2499999999992895,-0.0837408837408838,8.673617379884035E-17,-2.268168168168141,12.499999999999645,97.38917748917744,18.75000000000071,-0.04474474474474462,-2.688821387764051E-15,-1.5803088803089054,3.552713678800501E-13,92.76796536796536,-6.249999999999645,0.20072930072930073,0.0,-3.436465036465019,-3.552713678800501E-13,92.17165443252398,0.0,0.5915915915915915,6.250000000000003,1.0494208494208643,-6.25,108.3969508752118,-7.105427357601002E-13,0.07846417846417852,6.249999999999999
47,300.2292490118577,-24.999999999999645,78.53909774436089,0.0,-0.42042042042042044,0.0,0.7873873873873907,0.0,114.27518796992484,-3.552713678800501E-13,0.660960960960961,-12.5,-4.493993993993974,-3.58046925441613E-13,81.23463203463201,0.0,0.0,0.0,-0.875075075075074,6.25,89.71428571428571,3.552713678800501E-13,-0.9633633633633633,-1.3877787807814457E-15,1.1027027027027267,6.249999999999643,93.18095238095236,6.250000000000355,-0.03843843843843858,2.7755575615628914E-15,-0.33663663663666055,6.250000000000355,92.74458874458873,-18.75,0.0,0.0,-2.276876876876853,0.0,88.65384615384617,-12.5,-0.7210210210210208,0.0,-2.124024024024045,12.500000000000359,81.57312252964422,-12.49999999999929,-1.0636636636636636,12.5,-2.3906906906906995,6.25,97.06839826839827,25.0,-0.015915915915916085,2.7755575615628914E-15,-1.9135135135135215,6.250000000000355,92.81731601731605,12.499999999999645,0.20690690690690694,0.0,-2.4786786786786723,0.0,91.92094861660078,12.5,0.6321321321321323,0.0,0.2288288288288478,18.75,108.7944664031621,24.99999999999929,1.1078078078078075,-12.499999999999995
48,302.9666854884246,-12.5,78.62030075187975,24.99999999999929,-0.42170742170742165,0.0,0.6630630630630565,18.75,115.80827067669173,0.0,-0.33813813813813814,0.0,-5.030030030030054,-6.249999999999645,82.27619047619045,-6.249999999999645,0.0,0.0,-0.8960531960531739,6.249999999999645,89.28571428571426,12.500000000000355,-0.9403260403260402,-1.3877787807814457E-15,2.1817245817245925,-12.50000000000035,93.0809523809524,6.25,-0.01733161733161731,-1.3877787807814457E-15,0.6212784212784414,-12.500000000000355,91.8095238095238,6.25,0.0,0.0,-2.2632346632346674,0.0,88.4623076923077,0.0,-0.6948948948948948,0.0,-0.23226083226081268,-6.250000000000355,80.02710333145112,7.105427357601002E-13,-0.04358644358644354,-8.673617379884035E-17,-1.5132132132132012,0.0,99.7476190476191,-6.2500000000007105,0.012912912912912893,0.0,-1.2467181467181376,-3.552713678800501E-13,93.86666666666667,6.25,0.21308451308451315,-1.3877787807814457E-15,-3.5208923208923255,12.500000000000004,91.67024280067758,12.5,0.6726726726726726,0.0,0.4082368082368313,12.499999999999645,109.19198193111241,18.75,0.13715143715143718,0.0
49,304.70412196499154,18.749999999999645,79.7015037593985,31.24999999999938,-0.4229944229944231,1.0408340855860843E-15,0.5387387387387224,24.999999999999993,116.34135338345862,6.2500000000007105,-0.33723723723723725,6.25,-5.566066066066077,3.497202527569243E-13,81.31774891774889,6.217248937900877E-13,0.0,0.0,-0.9170313170313307,3.552713678800501E-13,88.85714285714288,12.499999999999734,-0.9172887172887171,-2.0816681711721685E-15,2.2607464607464585,-18.74999999999999,93.98095238095237,-6.249999999999645,0.003775203775203963,-5.594483210025203E-15,0.5791934791934864,-18.75000000000036,91.87445887445887,18.75,0.0,0.0,-2.249592449592425,-3.58046925441613E-13,89.27076923076923,-6.249999999999911,-0.6687687687687687,0.0,-1.3404976404976374,6.249999999999645,79.48108413325801,6.25,-0.023509223509223416,-6.249999999999999,-1.6357357357357598,6.250000000000355,100.42683982683981,-12.499999999999378,0.04174174174174187,-5.4860629927766524E-15,-0.5799227799227538,-12.50000000000071,95.9160173160173,-18.74999999999929,0.21926211926211936,-2.7755575615628914E-15,-1.5631059631059787,-6.250000000000003,93.41953698475439,-12.500000000000178,0.7132132132132134,-2.7755575615628914E-15,2.5876447876448148,-25.00000000000071,112.58949745906271,-18.74999999999991,0.16649506649506673,6.249999999999994
50,308.4415584415584,24.99999999999929,82.78270676691726,25.0,-0.4242814242814243,2.7755575615628914E-15,2.414414414414388,24.999999999999996,117.87443609022557,12.50000000000071,-0.33633633633633636,0.0,-6.1021021021021005,0.0,81.35930735930738,12.50000000000071,0.0,0.0,-0.9380094380094306,7.105427357601002E-13,89.42857142857143,12.49999999999929,-0.8942513942513942,-2.7755575615628914E-15,1.3397683397683247,-12.499999999999995,93.88095238095241,-12.49999999999929,0.02488202488202479,-5.594483210025203E-15,-0.46289146289146854,-12.499999999999998,92.93939393939394,12.5,0.0,0.0,-2.2359502359502392,-7.105427357601002E-13,89.07923076923076,-12.5,-0.6426426426426426,0.0,-0.4487344487344623,24.999999999999996,78.9350649350649,0.0,-0.003432003432003291,0.0,-0.7582582582582615,12.50000000000071,101.10606060606064,1.4210854715202004E-12,0.07057057057057041,-5.421010862427522E-15,-0.9131274131274267,-12.50000000000071,95.96536796536799,-24.99999999999929,0.22543972543972535,-2.7755575615628914E-15,-1.605319605319632,-25.0,93.16883116883119,-25.0,0.7537537537537538,-5.551115123125783E-15,1.7670527670527414,-37.50000000000071,112.98701298701302,-37.5,0.19583869583869584,-5.551115123125783E-15

Results Table
Site ID,Protocol,Sample ID,Sample Type,Notes,Status,FAM Std/Res,FAM Ct,TxR Std/Res,TxR Ct,Cy5 Std/Res,Cy5 Ct
A1,Salmonella (EP),POS,UNKN,,OK,POS,30.02,PASS,28.60,NEG,0.00
A2,Salmonella (EP),NTC,UNKN,,OK,NEG,0.00,PASS,28.34,NEG,0.00
A3,Salmonella (EP),1,UNKN,,OK,NEG,0.00,PASS,29.88,NEG,0.00
A4,Salmonella (EP),2,UNKN,,OK,NEG,0.00,PASS,29.24,NEG,0.00
A5,Salmonella (EP),3,UNKN,,OK,NEG,0.00,PASS,29.52,NEG,0.00
A6,Salmonella (EP),4,UNKN,,OK,NEG,0.00,PASS,29.09,NEG,0.00
A7,Salmonella (EP),5,UNKN,,OK,NEG,0.00,PASS,32.95,NEG,0.00
A8,Salmonella (EP),6,UNKN,,OK,NEG,0.00,PASS,29.25,NEG,0.00
A9,Salmonella (EP),7,UNKN,,OK,NEG,0.00,PASS,28.51,NEG,0.00
A10,Salmonella (EP),8,UNKN,,OK,NEG,0.00,PASS,28.62,NEG,0.00
A11,Salmonella (EP),9,UNKN,,OK,NEG,0.00,PASS,29.80,NEG,0.00
A12,Salmonella (EP),10,UNKN,,OK,NEG,0.00,PASS,29.05,NEG,0.00

Analysis Settings
Ch #,Dye Name,Usage,Bkgnd Sub,Bkgnd Min Cycle,Bkgnd Max Cycle,Curve Analysis,Thresh Setting,Manual Thresh Fluor Units,Auto Thresh #SD's,Auto Min Cycle,Auto Max Cycle,Valid Min Cycle,Valid Max Cycle,Boxcar Avg Cycles,Target
1,FAM,Assay,ON,5,40,Primary Curve,Run-based Auto,NA,15.0,5,10,5,45,0
2,TET,Unused,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
3,TxR,Internal Control,ON,5,40,Primary Curve,Run-based Auto,NA,15.0,5,10,5,47,0
4,Cy5,Assay,ON,5,40,Primary Curve,Manual,30.0,NA,5,10,3,60,0
